Status,Vessel type,Hull No.,Type,Dwt,GT,Size,Unit,CGT,Built,Builder,Yard Status,Contract Date,Owner,Owner Group,NB Price,Currency
On Order,Kamsarmax Bulkers,N/A,Bulk,"65,000",,"65,000",DWT,"17,340",2020-,New Times SB,Established 2000-10,2017-Dec-13,FrontMarine,FrontMarine,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"65,000",,"65,000",DWT,"17,340",2021-,New Times SB,Established 2000-10,2017-Dec-13,FrontMarine,FrontMarine,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"65,000",,"65,000",DWT,"17,340",2021-,New Times SB,Established 2000-10,2017-Dec-13,FrontMarine,FrontMarine,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"64,000",,"64,000",DWT,"18,002",2019-10,Tsuneishi Cebu,Established <2000,2017-Dec-06,Ugland Marine,J.J. Ugland,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"60,500",,"60,500",DWT,"17,395",2020-02,Sanoyas Shipbuilding,Established <2000,2017-Dec-06,Ugland Marine,J.J. Ugland,,
On Order,Kamsarmax Bulkers,TB1501,Bulk,"63,518",,"63,518",DWT,"17,919",2019-03,Nantong Xiangyu,Established >2010,2017-Dec-01,Seacon Ships Mgmt,Seacon Ships Mgmt,,
On Order,Kamsarmax Bulkers,TB1502,Bulk,"63,518",,"63,518",DWT,"17,919",2019-05,Nantong Xiangyu,Established >2010,2017-Dec-01,Seacon Ships Mgmt,Seacon Ships Mgmt,,
On Order,Kamsarmax Bulkers,DE058,Bulk,"61,000",,"61,000",DWT,"17,482",2019-06,Dalian COSCO KHI,Established 2000-10,2017-Nov-29,Yasa Shpg. Industry,Yasa Shpg. Industry,,
On Order,Kamsarmax Bulkers,DE060,Bulk,"61,000",,"61,000",DWT,"17,482",2019-07,Dalian COSCO KHI,Established 2000-10,2017-Nov-29,Yasa Shpg. Industry,Yasa Shpg. Industry,,
On Order,Kamsarmax Bulkers,DE059,Bulk,"61,000",,"61,000",DWT,"17,482",2019-07,Dalian COSCO KHI,Established 2000-10,2017-Nov-29,Yasa Shpg. Industry,Yasa Shpg. Industry,,
On Order,Kamsarmax Bulkers,DE061,Bulk,"61,000",,"61,000",DWT,"17,482",2019-08,Dalian COSCO KHI,Established 2000-10,2017-Nov-29,Yasa Shpg. Industry,Yasa Shpg. Industry,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"64,000",,"64,000",DWT,"18,002",2020-,Nantong Xiangyu,Established >2010,2017-Nov-01,Unknown Greek Owner,Unknown Greek Owner,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"64,000",,"64,000",DWT,"18,002",2020-,Nantong Xiangyu,Established >2010,2017-Nov-01,Unknown Greek Owner,Unknown Greek Owner,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"64,000",,"64,000",DWT,"18,002",2020-,Nantong Xiangyu,Established >2010,2017-Nov-01,HTM Shipping Co. Ltd,Baoyuan Internat.,,
On Order,Kamsarmax Bulkers,N/A,Chip,"64,000",,"64,000",DWT,"18,002",2019-,Chengxi Shipyard,Established <2000,2017-Oct-16,Unknown Singapore,Unknown Singapore,,
On Order,Kamsarmax Bulkers,N/A,Chip,"64,000",,"64,000",DWT,"18,002",2019-,Chengxi Shipyard,Established <2000,2017-Oct-16,Unknown Singapore,Unknown Singapore,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"45,000",,"45,000",DWT,"14,527",2020-04,Jiangsu New YZJ,Established <2000,2017-Oct-12,Navibulgar,Navibulgar,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"45,000",,"45,000",DWT,"14,527",2020-06,Jiangsu New YZJ,Established <2000,2017-Oct-12,Navibulgar,Navibulgar,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"61,000",,"61,000",DWT,"17,482",2019-12,Nantong COSCO KHI,Established 2000-10,2017-Oct-01,Nomikos Transworld,Nomikos Transworld,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2020-,Nantong Xiangyu,Established >2010,2017-Oct-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2020-,Nantong Xiangyu,Established >2010,2017-Oct-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2021-,Nantong Xiangyu,Established >2010,2017-Oct-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2021-,Nantong Xiangyu,Established >2010,2017-Oct-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2021-,Nantong Xiangyu,Established >2010,2017-Oct-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2021-,Nantong Xiangyu,Established >2010,2017-Oct-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,N/A,Chip,"64,000",,"64,000",DWT,"18,002",2019-,Beihai Shipyard,Established <2000,2017-Oct-01,Unknown Singapore,Unknown Singapore,,
On Order,Kamsarmax Bulkers,N/A,Chip,"64,000",,"64,000",DWT,"18,002",2019-,Beihai Shipyard,Established <2000,2017-Oct-01,Unknown Singapore,Unknown Singapore,,
On Order,Kamsarmax Bulkers,N/A,Chip,"64,000",,"64,000",DWT,"18,002",2019-,Beihai Shipyard,Established <2000,2017-Oct-01,Unknown Singapore,Unknown Singapore,,
On Order,Kamsarmax Bulkers,N/A,Chip,"64,000",,"64,000",DWT,"18,002",2019-,Beihai Shipyard,Established <2000,2017-Oct-01,Unknown Singapore,Unknown Singapore,,
On Order,Kamsarmax Bulkers,NE245,Bulk,"61,000",,"61,000",DWT,"17,482",2019-10,Nantong COSCO KHI,Established 2000-10,2017-Oct-01,Nomikos Transworld,Nomikos Transworld,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2020-,Nantong Xiangyu,Established >2010,2017-Oct-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2020-,Nantong Xiangyu,Established >2010,2017-Oct-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2020-,Nantong Xiangyu,Established >2010,2017-Oct-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2021-,Nantong Xiangyu,Established >2010,2017-Oct-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,JLZ9150427,Bulk,"64,000",,"64,000",DWT,"18,002",2019-06,Jinling Shipyard,Established >2010,2017-Sep-01,Densay Shpg & T'dg,Densay Group,,
On Order,Kamsarmax Bulkers,JLZ9150426,Bulk,"64,000",,"64,000",DWT,"18,002",2019-03,Jinling Shipyard,Established >2010,2017-Sep-01,Densay Shpg & T'dg,Densay Group,,
On Order,Kamsarmax Bulkers,N849,Pulp,"62,000",,"62,000",DWT,"17,656",2019-04,COSCO Dalian SY,Established 2000-10,2017-Aug-31,COSCO Shpg Spec,China COSCO Shipping,222.00,RMB m
On Order,Kamsarmax Bulkers,N848,Pulp,"62,000",,"62,000",DWT,"17,656",2019-01,COSCO Dalian SY,Established 2000-10,2017-Aug-31,COSCO Shpg Spec,China COSCO Shipping,222.00,RMB m
On Order,Kamsarmax Bulkers,DE044,Bulk,"61,000",,"61,000",DWT,"17,482",2019-,Dalian COSCO KHI,Established 2000-10,2017-Aug-16,Eastern Pacific Shpg,Eastern Pacific Shpg,,
On Order,Kamsarmax Bulkers,DE046,Bulk,"61,000",,"61,000",DWT,"17,482",2019-,Dalian COSCO KHI,Established 2000-10,2017-Aug-16,Eastern Pacific Shpg,Eastern Pacific Shpg,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"65,000",,"65,000",DWT,"17,340",2019-,Wuhu Shipyard,Established <2000,2017-Jul-15,Zhonghui Shpg,Zhonghui Shpg,,
On Order,Kamsarmax Bulkers,N/A,Chip,"64,000",,"64,000",DWT,"18,002",2019-,Chengxi Shipyard,Established <2000,2017-Jul-01,Unknown Singapore,Unknown Singapore,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"45,000",,"45,000",DWT,"14,527",2019-08,Jiangsu New YZJ,Established <2000,2017-Jul-01,Navibulgar,Navibulgar,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"45,000",,"45,000",DWT,"14,527",2020-01,Jiangsu New YZJ,Established <2000,2017-Jul-01,Navibulgar,Navibulgar,,
On Order,Kamsarmax Bulkers,124,Bulk,"63,000",,"63,000",DWT,"17,830",2019-05,I-S Shipyard,Established 2000-10,2017-Jul-01,Unknown,Unknown,,
On Order,Kamsarmax Bulkers,SC-331,Bulk,"63,600",,"63,600",DWT,"17,933",2020-05,Tsuneishi Cebu,Established <2000,2017-Jul-01,Kambara Kisen,Tsuneishi Holdings,,
On Order,Kamsarmax Bulkers,N/A,Chip,"64,000",,"64,000",DWT,"18,002",2019-,Chengxi Shipyard,Established <2000,2017-Jul-01,Unknown Singapore,Unknown Singapore,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"45,000",,"45,000",DWT,"14,527",2019-06,Jiangsu New YZJ,Established <2000,2017-Jul-01,Navibulgar,Navibulgar,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"45,000",,"45,000",DWT,"14,527",2019-11,Jiangsu New YZJ,Established <2000,2017-Jul-01,Navibulgar,Navibulgar,,
On Order,Kamsarmax Bulkers,SC-330,Bulk,"63,600",,"63,600",DWT,"17,933",2019-11,Tsuneishi Cebu,Established <2000,2017-Jul-01,Unknown,Unknown,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"64,000",,"64,000",DWT,"18,002",2019-,COSCO HI Yangzhou,Established >2010,2017-Jun-07,Tomini Shipping,Tomini Shipping,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"64,000",,"64,000",DWT,"18,002",2019-,COSCO HI Yangzhou,Established >2010,2017-Jun-07,Tomini Shipping,Tomini Shipping,,
On Order,Kamsarmax Bulkers,CIS64000-16,Bulk,"64,000",,"64,000",DWT,"18,002",2020-,COSCO HI Yangzhou,Established >2010,2017-Jun-07,Tomini Shipping,Tomini Shipping,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"62,000",,"62,000",DWT,"17,656",2019-,Oshima Shipbuilding,Established <2000,2017-May-10,Taiwan Navigation,Taiwan Navigation,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"62,000",,"62,000",DWT,"17,656",2019-,Oshima Shipbuilding,Established <2000,2017-May-10,Taiwan Navigation,Taiwan Navigation,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"61,000",,"61,000",DWT,"17,482",2019-,Nantong COSCO KHI,Established 2000-10,2017-May-01,Oldendorff Carriers,Oldendorff Carriers,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"61,000",,"61,000",DWT,"17,482",2019-,Nantong COSCO KHI,Established 2000-10,2017-May-01,Oldendorff Carriers,Oldendorff Carriers,,
On Order,Kamsarmax Bulkers,DE063,Bulk,"61,000",,"61,000",DWT,"17,482",2019-,Dalian COSCO KHI,Established 2000-10,2017-May-01,Oldendorff Carriers,Oldendorff Carriers,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"61,000",,"61,000",DWT,"17,482",2019-,Nantong COSCO KHI,Established 2000-10,2017-May-01,Oldendorff Carriers,Oldendorff Carriers,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"61,000",,"61,000",DWT,"17,482",2019-,Nantong COSCO KHI,Established 2000-10,2017-May-01,Oldendorff Carriers,Oldendorff Carriers,,
On Order,Kamsarmax Bulkers,DE062,Bulk,"61,000",,"61,000",DWT,"17,482",2019-,Dalian COSCO KHI,Established 2000-10,2017-May-01,Oldendorff Carriers,Oldendorff Carriers,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"56,000",,"56,000",DWT,"16,403",2018-11,Oshima Shipbuilding,Established <2000,2017-Apr-01,NYK Bulk & Projects,Nippon Yusen Kaisha,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"56,000",,"56,000",DWT,"16,403",2019-02,Oshima Shipbuilding,Established <2000,2017-Apr-01,NYK Bulk & Projects,Nippon Yusen Kaisha,,
On Order,Kamsarmax Bulkers,YZJ2016-1264,Chip,"63,000",,"63,000",DWT,"17,830",2018-12,Jiangsu New YZJ,Established <2000,2017-Feb-28,Pan Ocean,Pan Ocean,29.20,$m
On Order,Kamsarmax Bulkers,YZJ2016-1267,Chip,"63,000",,"63,000",DWT,"17,830",2020-04,Jiangsu New YZJ,Established <2000,2017-Feb-28,Pan Ocean,Pan Ocean,29.20,$m
On Order,Kamsarmax Bulkers,YZJ2016-1265,Chip,"63,000",,"63,000",DWT,"17,830",2019-05,Jiangsu New YZJ,Established <2000,2017-Feb-28,Pan Ocean,Pan Ocean,29.20,$m
On Order,Kamsarmax Bulkers,YZJ2016-1266,Chip,"63,000",,"63,000",DWT,"17,830",2019-10,Jiangsu New YZJ,Established <2000,2017-Feb-28,Pan Ocean,Pan Ocean,29.20,$m
On Order,Kamsarmax Bulkers,YZJ2016-1268,Chip,"63,000",,"63,000",DWT,"17,830",2020-09,Jiangsu New YZJ,Established <2000,2017-Feb-28,Pan Ocean,Pan Ocean,29.20,$m
On Order,Kamsarmax Bulkers,N/A,Bulk,"62,150",,"62,150",DWT,"17,683",2020-,Oshima Shipbuilding,Established <2000,2017-Feb-01,Oldendorff Carriers,Oldendorff Carriers,,
On Order,Kamsarmax Bulkers,10975,Bulk,"61,800",,"61,800",DWT,"17,622",2020-,Oshima Shipbuilding,Established <2000,2017-Jan-01,BW Dry Cargo,BW Group,,
On Order,Kamsarmax Bulkers,10976,Bulk,"61,800",,"61,800",DWT,"17,622",2020-,Oshima Shipbuilding,Established <2000,2017-Jan-01,BW Dry Cargo,BW Group,,
On Order,Kamsarmax Bulkers,10974,Bulk,"61,800",,"61,800",DWT,"17,622",2020-,Oshima Shipbuilding,Established <2000,2017-Jan-01,BW Dry Cargo,BW Group,,
On Order,Kamsarmax Bulkers,10977,Bulk,"61,800",,"61,800",DWT,"17,622",2020-,Oshima Shipbuilding,Established <2000,2017-Jan-01,BW Dry Cargo,BW Group,,
On Order,Kamsarmax Bulkers,512,Bulk,"63,000",,"63,000",DWT,"17,830",2018-10,Iwagi Zosen,Established <2000,2016-Nov-01,Unknown Japanese,Unknown Japanese,,
On Order,Kamsarmax Bulkers,513,Bulk,"63,000",,"63,000",DWT,"17,830",2018-11,Iwagi Zosen,Established <2000,2016-Nov-01,Unknown Japanese,Unknown Japanese,,
On Order,Kamsarmax Bulkers,10886,Open Hatch,"55,973","37,441","55,973",DWT,"17,870",2019-06,Oshima Shipbuilding,Established <2000,2016-Sep-01,Saga Welco,Saga Welco,,
On Order,Kamsarmax Bulkers,208,Bulk,"63,000",,"63,000",DWT,"17,830",2019-07,Shin Kasado Dock,Established 2000-10,2016-Aug-26,Wisdom Marine Group,Wisdom Marine Group,24.00,$m
On Order,Kamsarmax Bulkers,209,Bulk,"63,000",,"63,000",DWT,"17,830",2020-02,Shin Kasado Dock,Established 2000-10,2016-Aug-26,Wisdom Marine Group,Wisdom Marine Group,24.00,$m
On Order,Kamsarmax Bulkers,121,Bulk,"63,000",,"63,000",DWT,"17,830",2018-10,Shin Kasado Dock,Established 2000-10,2016-Jun-01,Unknown Japanese,Unknown Japanese,,
On Order,Kamsarmax Bulkers,118,Bulk,"63,000",,"63,000",DWT,"17,830",2018-10,Shin Kasado Dock,Established 2000-10,2016-Feb-01,Unknown Japanese,Unknown Japanese,,
On Order,Kamsarmax Bulkers,120,Bulk,"63,000",,"63,000",DWT,"17,830",2018-10,Shin Kasado Dock,Established 2000-10,2016-Feb-01,Unknown Japanese,Unknown Japanese,,
On Order,Kamsarmax Bulkers,1358,Bulk,"60,000",,"60,000",DWT,"17,307",2019-01,Sanoyas Shipbuilding,Established <2000,2016-Jan-01,ITOCHU Corp,ITOCHU Corp,,
On Order,Kamsarmax Bulkers,501,Bulk,"63,000",,"63,000",DWT,"17,830",2018-10,Iwagi Zosen,Established <2000,2015-Dec-01,Ikaros Shpg & Broker,Ikaros Shpg & Broker,,
On Order,Kamsarmax Bulkers,1945,Bulk,"66,000",,"66,000",DWT,"17,502",2019-02,Mitsui SB (Tamano),Established <2000,2015-Dec-01,Unknown Japanese,Unknown Japanese,,
On Order,Kamsarmax Bulkers,SC-303,Bulk,"63,600","36,000","63,600",DWT,"17,447",2019-01,Tsuneishi Cebu,Established <2000,2015-Nov-01,Unknown,Unknown,,
On Order,Kamsarmax Bulkers,SC-304,Bulk,"63,600","36,000","63,600",DWT,"17,447",2018-12,Tsuneishi Cebu,Established <2000,2015-Nov-01,Unknown,Unknown,,
On Order,Kamsarmax Bulkers,SC-306,Bulk,"63,600","36,000","63,600",DWT,"17,447",2018-09,Tsuneishi Cebu,Established <2000,2015-Nov-01,Unknown,Unknown,,
On Order,Kamsarmax Bulkers,SC-311,Bulk,"63,600","36,000","63,600",DWT,"17,447",2018-11,Tsuneishi Cebu,Established <2000,2015-Nov-01,Unknown,Unknown,,
On Order,Kamsarmax Bulkers,528,Bulk,"63,000",,"63,000",DWT,"17,830",2018-11,Iwagi Zosen,Established <2000,2015-Nov-01,Unknown Japanese,Unknown Japanese,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"62,100",,"62,100",DWT,"17,674",2020-03,Oshima Shipbuilding,Established <2000,2015-Oct-01,Oldendorff Carriers,Oldendorff Carriers,,
On Order,Kamsarmax Bulkers,1940,Bulk,"60,200",,"60,200",DWT,"17,342",2018-10,Mitsui SB (Tamano),Established <2000,2015-Oct-01,Sea Trade Holdgs,Sea Trade Holdgs,,
On Order,Kamsarmax Bulkers,SS-227,Bulk,"63,600","36,000","63,600",DWT,"17,447",2019-01,Tsuneishi Zhoushan,Established <2000,2015-Oct-01,Unknown,Unknown,,
On Order,Kamsarmax Bulkers,SS-228,Bulk,"63,600","36,000","63,600",DWT,"17,447",2019-04,Tsuneishi Zhoushan,Established <2000,2015-Oct-01,Unknown,Unknown,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"62,150",,"62,150",DWT,"17,683",2020-,Oshima Shipbuilding,Established <2000,2015-Oct-01,Oldendorff Carriers,Oldendorff Carriers,,
On Order,Kamsarmax Bulkers,10913,Chip,"53,000","45,000","53,000",DWT,"19,992",2018-08,Oshima Shipbuilding,Established <2000,2015-Oct-01,Unknown,Unknown,,
On Order,Kamsarmax Bulkers,SS-218,Bulk,"63,600","36,000","63,600",DWT,"17,447",2018-09,Tsuneishi Zhoushan,Established <2000,2015-Sep-01,Unknown,Unknown,,
On Order,Kamsarmax Bulkers,SS-219,Bulk,"63,600","36,000","63,600",DWT,"17,447",2019-04,Tsuneishi Zhoushan,Established <2000,2015-Sep-01,Unknown,Unknown,,
On Order,Kamsarmax Bulkers,10903,Bulk,"62,000",,"62,000",DWT,"17,656",2019-04,Oshima Shipbuilding,Established <2000,2015-Sep-01,Unknown Japanese,Unknown Japanese,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"56,000",,"56,000",DWT,"16,403",2019-,Oshima Shipbuilding,Established <2000,2015-Sep-01,NYK Bulk & Projects,Nippon Yusen Kaisha,,
On Order,Kamsarmax Bulkers,SS-214,Bulk,"63,600","36,000","63,600",DWT,"17,447",2018-10,Tsuneishi Zhoushan,Established <2000,2015-Sep-01,Unknown,Unknown,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"56,000",,"56,000",DWT,"16,403",2019-,Oshima Shipbuilding,Established <2000,2015-Sep-01,NYK Bulk & Projects,Nippon Yusen Kaisha,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"56,000",,"56,000",DWT,"16,403",2019-,Oshima Shipbuilding,Established <2000,2015-Sep-01,NYK Bulk & Projects,Nippon Yusen Kaisha,,
On Order,Kamsarmax Bulkers,525,Bulk,"63,000",,"63,000",DWT,"17,830",2018-10,Iwagi Zosen,Established <2000,2015-Aug-01,Unknown Japanese,Unknown Japanese,,
On Order,Kamsarmax Bulkers,10887,Bulk,"62,000",,"62,000",DWT,"17,656",2019-,Oshima Shipbuilding,Established <2000,2015-Aug-01,Norden,Norden,,
On Order,Kamsarmax Bulkers,10883,Bulk,"62,000",,"62,000",DWT,"17,656",2019-03,Oshima Shipbuilding,Established <2000,2015-Aug-01,Norden,Norden,,
On Order,Kamsarmax Bulkers,10873,Bulk,"55,300",,"55,300",DWT,"16,278",2019-04,Oshima Shipbuilding,Established <2000,2015-Jun-25,Tamai S.S. Co. Ltd.,Mitsui O.S.K. Lines,,
On Order,Kamsarmax Bulkers,1949,Bulk,"56,000",,"56,000",DWT,"16,403",2018-09,Mitsui SB (Chiba),Established <2000,2015-Jun-01,Unknown Japanese,Unknown Japanese,,
On Order,Kamsarmax Bulkers,S-A217,Bulk,"63,000",,"63,000",DWT,"17,830",2019-04,I-S Shipyard,Established 2000-10,2015-Apr-23,Atlantic Bulk,Atlantic Bulk,,
On Order,Kamsarmax Bulkers,726,Bulk,"60,000",,"60,000",DWT,"17,307",2018-10,Saiki Hvy. Ind.,Established <2000,2015-Apr-01,Mitsui Warehouse Co,Mitsui Warehouse Co,,
On Order,Kamsarmax Bulkers,SC-281,Bulk,"63,400","36,000","63,400",DWT,"17,447",2018-09,Tsuneishi Cebu,Established <2000,2015-Apr-01,Wisdom Marine Group,Wisdom Marine Group,,
On Order,Kamsarmax Bulkers,SC-283,Bulk,"63,400","36,000","63,400",DWT,"17,447",2019-03,Tsuneishi Cebu,Established <2000,2015-Apr-01,Kambara Kisen,Tsuneishi Holdings,,
On Order,Kamsarmax Bulkers,SC-282,Bulk,"63,400","36,000","63,400",DWT,"17,447",2018-12,Tsuneishi Cebu,Established <2000,2015-Apr-01,Kambara Kisen,Tsuneishi Holdings,,
On Order,Kamsarmax Bulkers,731,Bulk,"60,000",,"60,000",DWT,"17,307",2019-01,Saiki Hvy. Ind.,Established <2000,2015-Mar-01,Mitsubishi Corp,Mitsubishi Corp,,
On Order,Kamsarmax Bulkers,732,Bulk,"60,000",,"60,000",DWT,"17,307",2019-07,Saiki Hvy. Ind.,Established <2000,2015-Mar-01,Mitsubishi Corp,Mitsubishi Corp,,
On Order,Kamsarmax Bulkers,1944,Bulk,"66,000",,"66,000",DWT,"17,502",2018-10,Mitsui SB (Tamano),Established <2000,2015-Mar-01,Unknown Japanese,Unknown Japanese,,
On Order,Kamsarmax Bulkers,1931,Bulk,"60,200",,"60,200",DWT,"17,342",2019-02,Mitsui SB (Tamano),Established <2000,2015-Feb-01,Unknown Japanese,Unknown Japanese,,
On Order,Kamsarmax Bulkers,SF130130,Bulk,"63,345",,"63,345",DWT,"17,889",2018-09,Taizhou Sanfu,Established <2000,2015-Jan-30,Weco Shipping,Weco Shipping,27.00,$m
On Order,Kamsarmax Bulkers,1955,Bulk,"60,200",,"60,200",DWT,"17,342",2019-07,Mitsui SB (Tamano),Established <2000,2015-Jan-01,Kassian Maritime,Kassian Maritime,,
On Order,Kamsarmax Bulkers,718,Bulk,"60,000",,"60,000",DWT,"17,307",2019-03,Saiki Hvy. Ind.,Established <2000,2014-Sep-25,Mitsubishi Corp,Mitsubishi Corp,,
On Order,Kamsarmax Bulkers,HQ137,Bulk,"42,300","29,600","42,300",DWT,"15,484",2018-09,Jiangsu Hongqiang HI,Established >2010,2014-Aug-19,Navibulgar,Navibulgar,24.30,$m
On Order,Kamsarmax Bulkers,HQ138,Bulk,"42,300","29,600","42,300",DWT,"15,484",2018-12,Jiangsu Hongqiang HI,Established >2010,2014-Aug-19,Navibulgar,Navibulgar,24.30,$m
On Order,Kamsarmax Bulkers,N197,Bulk,"64,000","36,353","64,000",DWT,"17,552",2018-12,COSCO Zhoushan,Established <2000,2014-Aug-13,OPG Power/Noble JV,OPG Power/Noble JV,28.00,$m
On Order,Kamsarmax Bulkers,N198,Bulk,"64,000","36,353","64,000",DWT,"17,552",2018-12,COSCO Zhoushan,Established <2000,2014-Aug-13,OPG Power/Noble JV,OPG Power/Noble JV,28.00,$m
On Order,Kamsarmax Bulkers,723,Bulk,"60,000",,"60,000",DWT,"17,307",2019-04,Saiki Hvy. Ind.,Established <2000,2014-Jul-15,Shih Wei Navigation,Shih Wei Navigation,,
On Order,Kamsarmax Bulkers,BC64K-PM02,Bulk,"63,530","36,184","63,530",DWT,"17,502",2018-09,Zhejiang Yangfan,Established <2000,2014-Jun-30,Zhejiang Yangfan,Yangfan Group,,
On Order,Kamsarmax Bulkers,096,Bulk,"63,000",,"63,000",DWT,"17,830",2019-03,Shin Kasado Dock,Established 2000-10,2014-Jun-23,Ugland Marine,J.J. Ugland,,
On Order,Kamsarmax Bulkers,DE033,Bulk,"61,200","34,570","61,200",DWT,"17,021",2018-12,Dalian COSCO KHI,Established 2000-10,2014-Jun-06,Fortune Ocean Shpg,Fortune Ocean Shpg,,
On Order,Kamsarmax Bulkers,1548,Bulk,"57,500","32,378","57,500",DWT,"16,354",2018-10,Tsuneishi Zosen,Established <2000,2014-Jun-01,Unknown,Unknown,,
On Order,Kamsarmax Bulkers,728,Bulk,"60,000",,"60,000",DWT,"17,307",2019-01,Onomichi Dockyd,Established <2000,2014-Jun-01,Unknown,Unknown,,
On Order,Kamsarmax Bulkers,CMHI-195-1,Bulk,"64,000","36,700","64,000",DWT,"17,654",2018-09,CMHI (Jiangsu),Established >2010,2014-May-28,Eddie Steamship Co.,Eddie Steamship Co.,,
On Order,Kamsarmax Bulkers,10865,Bulk,"52,000",,"52,000",DWT,"15,678",2018-12,Oshima Shipbuilding,Established <2000,2014-May-01,Unknown Japanese,Unknown Japanese,,
On Order,Kamsarmax Bulkers,10866,Bulk,"52,000",,"52,000",DWT,"15,678",2019-02,Oshima Shipbuilding,Established <2000,2014-May-01,Unknown Japanese,Unknown Japanese,,
On Order,Kamsarmax Bulkers,10867,Bulk,"62,000",,"62,000",DWT,"17,656",2018-12,Oshima Shipbuilding,Established <2000,2014-May-01,Norden,Norden,,
On Order,Kamsarmax Bulkers,724,Bulk,"60,000",,"60,000",DWT,"17,307",2018-10,Onomichi Dockyd,Established <2000,2014-Apr-01,Unknown,Unknown,,
On Order,Kamsarmax Bulkers,BC64K-BG03,Bulk,"63,592","36,353","63,592",DWT,"17,552",2019-,Zhejiang Yangfan,Established <2000,2014-Mar-01,Zhejiang Yangfan,Yangfan Group,,
On Order,Kamsarmax Bulkers,YC060,Open Hatch,"48,500",,"48,500",DWT,"15,776",2019-,Jiangsu Zhenjiang SY,Established <2000,2014-Jan-01,TSL Group,TSL Group,,
On Order,Kamsarmax Bulkers,YC059,Open Hatch,"48,500",,"48,500",DWT,"15,776",2018-09,Jiangsu Zhenjiang SY,Established <2000,2014-Jan-01,TSL Group,TSL Group,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,000",,"63,000",DWT,"17,830",2019-,Imabari SB (Imabari),Established <2000,2014-Jan-01,Ultrabulk Shipping,Ultranav Naviera,,
On Order,Kamsarmax Bulkers,1918,Bulk,"60,200","35,000","60,200",DWT,"17,150",2018-11,Mitsui SB (Tamano),Established <2000,2013-Dec-01,Unknown Japanese,Unknown Japanese,,
On Order,Kamsarmax Bulkers,DY4053,Bulk,"63,161","35,824","63,161",DWT,"17,395",2018-10,Yangzhou Binjiang SB,Established >2010,2013-Nov-01,Unknown,Unknown,,
